web-scraper-job-id,web-scraper-order,web-scraper-start-url,pagination-selector,price,data,name,time-scraped
34964784,1760539654-1,https://www.morimori-kaitori.jp/category/0301064,,"127,000円",JAN:4549995647501,"Apple
                        iPhone Air 256GB
                        スペースブラック SIMフリー",2025-10-15 23:47:34
34964784,1760539654-2,https://www.morimori-kaitori.jp/category/0301064,,"127,000円",JAN:4549995647532,"Apple
                        iPhone Air 256GB
                        スカイブルー SIMフリー",2025-10-15 23:47:34
34964784,1760539654-3,https://www.morimori-kaitori.jp/category/0301064,,"127,000円",JAN:4549995647518,"Apple
                        iPhone Air 256GB
                        クラウドホワイト SIMフリー",2025-10-15 23:47:34
34964784,1760539654-4,https://www.morimori-kaitori.jp/category/0301064,,"127,000円",JAN:4549995647525,"Apple
                        iPhone Air 256GB
                        ライトゴールド SIMフリー",2025-10-15 23:47:34
34964784,1760539654-5,https://www.morimori-kaitori.jp/category/0301064,,"156,000円",JAN:4549995647549,"Apple
                        iPhone Air 512GB
                        スペースブラック SIMフリー",2025-10-15 23:47:34
34964784,1760539654-6,https://www.morimori-kaitori.jp/category/0301064,,"156,000円",JAN:4549995647570,"Apple
                        iPhone Air 512GB
                        スカイブルー SIMフリー",2025-10-15 23:47:34
34964784,1760539654-7,https://www.morimori-kaitori.jp/category/0301064,,"156,000円",JAN:4549995647556,"Apple
                        iPhone Air 512GB
                        クラウドホワイト SIMフリー",2025-10-15 23:47:34
34964784,1760539654-8,https://www.morimori-kaitori.jp/category/0301064,,"156,000円",JAN:4549995647563,"Apple
                        iPhone Air 512GB
                        ライトゴールド SIMフリー",2025-10-15 23:47:34
34964784,1760539654-9,https://www.morimori-kaitori.jp/category/0301064,,"184,000円",JAN:4549995647600,"Apple
                        iPhone Air 1TB
                        ライトゴールド SIMフリー",2025-10-15 23:47:34
34964784,1760539654-10,https://www.morimori-kaitori.jp/category/0301064,,"184,000円",JAN:4549995647617,"Apple
                        iPhone Air 1TB
                        スカイブルー SIMフリー",2025-10-15 23:47:34
34964784,1760539657-11,https://www.morimori-kaitori.jp/category/0301064,https://www.morimori-kaitori.jp/category/0301064?page=2,"184,000円",JAN:4549995647587,"Apple
                        iPhone Air 1TB
                        スペースブラック SIMフリー",2025-10-15 23:47:37
34964784,1760539657-12,https://www.morimori-kaitori.jp/category/0301064,https://www.morimori-kaitori.jp/category/0301064?page=2,"184,000円",JAN:4549995647594,"Apple
                        iPhone Air 1TB
                        クラウドホワイト SIMフリー",2025-10-15 23:47:37
34964784,1760539657-13,https://www.morimori-kaitori.jp/category/0301064,https://www.morimori-kaitori.jp/category/0301064?page=2,"～124,500円",JAN:4549995647501,"中古
                        
                        Apple
                        iPhone Air 256GB
                        スペースブラック SIMフリー",2025-10-15 23:47:37
34964784,1760539657-14,https://www.morimori-kaitori.jp/category/0301064,https://www.morimori-kaitori.jp/category/0301064?page=2,"～124,500円",JAN:4549995647532,"中古
                        
                        Apple
                        iPhone Air 256GB
                        スカイブルー SIMフリー",2025-10-15 23:47:37
34964784,1760539657-15,https://www.morimori-kaitori.jp/category/0301064,https://www.morimori-kaitori.jp/category/0301064?page=2,"～124,500円",JAN:4549995647518,"中古
                        
                        Apple
                        iPhone Air 256GB
                        クラウドホワイト SIMフリー",2025-10-15 23:47:37
34964784,1760539657-16,https://www.morimori-kaitori.jp/category/0301064,https://www.morimori-kaitori.jp/category/0301064?page=2,"～124,500円",JAN:4549995647525,"中古
                        
                        Apple
                        iPhone Air 256GB
                        ライトゴールド SIMフリー",2025-10-15 23:47:37
34964784,1760539657-17,https://www.morimori-kaitori.jp/category/0301064,https://www.morimori-kaitori.jp/category/0301064?page=2,"～153,500円",JAN:4549995647549,"中古
                        
                        Apple
                        iPhone Air 512GB
                        スペースブラック SIMフリー",2025-10-15 23:47:37
